gene01	gene02	gene03	gene04	gene05	gene06	gene07	gene08	gene09	gene10	gene11	gene12	gene13	gene14	gene15
829	825	3	161	289	15	79	40451	4	6577397	227	140828	0	5390	55
856	850	3	143	289	22	81	40580	1	6582383	218	140834	0	5445	52
893	840	2	154	292	18	69	40476	1	6586463	260	140189	0	5501	38
852	841	2	186	312	16	71	40292	5	6584110	249	140433	0	5438	47
838	860	3	149	283	13	78	40309	3	6588657	225	140717	0	5261	52
862	852	2	163	269	12	82	40556	3	6579864	203	139857	0	5507	47
853	903	2	192	292	16	88	40282	1	6582073	247	140488	0	5483	46
844	895	1	163	263	12	78	40668	1	6581926	257	139987	0	5524	42
874	869	4	145	291	10	80	40483	2	6583979	232	141020	0	5478	62
873	843	1	164	301	16	76	40385	1	6578670	249	140524	0	5517	54
801	862	3	152	293	16	76	40192	1	6583881	246	140970	1	5495	50
859	873	4	164	270	21	79	40345	1	6583755	213	140556	1	5453	47
877	875	1	176	264	12	85	40675	0	6584701	250	140821	0	5454	50
837	916	3	183	270	20	69	40623	5	6586505	242	140811	0	5469	39
888	882	4	170	284	15	76	40562	2	6584704	268	140301	0	5427	50
838	856	2	153	263	15	68	40261	2	6582116	264	140704	0	5437	49
797	898	1	160	276	19	96	40488	1	6584118	240	140072	0	5359	37
880	868	1	177	268	18	75	40707	2	6578039	254	140038	1	5534	51
906	834	1	164	315	16	61	39948	1	6583599	232	140280	0	5251	56
866	840	1	156	307	20	67	40701	4	6581550	244	141082	0	5536	51
819	835	1	190	288	13	99	40680	4	6581159	286	141147	0	5298	47
893	909	1	168	264	12	73	40239	3	6586121	252	139955	0	5463	57
839	880	5	158	260	19	82	40351	3	6582482	248	139770	0	5405	53
839	873	1	156	285	21	82	40494	2	6583638	259	140991	0	5565	46
840	861	2	163	293	17	83	40297	4	6582937	217	140436	0	5338	56
795	940	3	170	281	18	76	40351	2	6580076	257	140736	1	5691	48
860	836	2	142	282	20	79	40663	3	6581414	260	140231	1	5336	46
892	863	1	175	267	7	90	40323	4	6581647	257	140673	0	5467	61
858	893	5	157	272	18	78	40320	1	6583724	266	140546	3	5531	62
822	822	1	167	269	17	83	40434	2	6580494	251	140584	1	5511	49
833	860	1	162	279	9	83	40432	4	6582994	246	139825	1	5338	47
861	847	8	158	299	17	76	40506	2	6584895	247	140838	1	5394	43
876	867	2	165	269	9	83	40831	0	6581427	254	140776	0	5480	38
879	897	3	133	297	23	69	40441	2	6585757	222	139981	2	5502	37
864	880	3	175	300	18	73	40302	1	6584202	254	140211	1	5647	43
862	842	3	142	293	10	89	40160	1	6581145	244	140535	0	5474	49
897	850	0	150	274	14	80	40324	1	6582635	252	140554	0	5384	61
835	917	4	163	310	15	73	40386	4	6588184	267	140488	1	5393	53
838	896	2	182	269	16	79	40323	2	6581807	218	140496	1	5565	50
832	842	3	174	295	18	79	40538	1	6582243	271	140293	1	5403	41
824	853	2	175	310	15	83	40473	1	6584653	262	140588	1	5403	51
867	855	4	179	301	14	79	40076	4	6586112	228	140838	2	5499	34
872	859	2	169	280	15	79	40620	0	6584543	270	140709	1	5430	66
845	903	1	171	304	21	69	40550	0	6582540	257	141197	0	5581	44
828	940	4	181	268	17	97	40588	1	6586516	254	139986	1	5413	57
884	874	2	155	280	16	87	40470	3	6581001	258	140041	0	5380	57
858	850	4	175	294	16	85	39978	2	6588472	244	140430	0	5461	37
890	868	3	165	279	13	83	40183	3	6581276	255	140525	0	5471	41
799	869	2	145	295	14	75	40525	2	6579627	242	140136	0	5490	42
863	852	2	167	289	13	87	40379	1	6585104	250	140677	0	5425	40
846	856	3	171	316	12	82	40099	3	6582431	246	140310	2	5267	44
880	827	2	157	305	10	91	40610	1	6584299	233	139874	0	5455	61
852	860	3	159	293	24	89	40730	0	6587743	253	140370	1	5377	56
878	837	2	160	268	28	78	40549	1	6586413	232	140778	1	5533	52
824	833	0	175	296	16	83	40493	0	6584405	246	140689	0	5465	49
881	868	3	163	281	17	83	40222	1	6581985	262	140811	1	5519	51
911	914	1	153	295	12	95	40288	3	6583943	240	140519	0	5412	49
782	874	4	148	256	19	78	40313	2	6589517	240	140599	0	5402	42
868	873	4	155	286	15	84	40177	5	6584006	248	140746	0	5390	45
867	843	2	175	278	13	82	40349	3	6582576	225	140271	0	5393	45
840	962	3	161	299	20	66	40460	2	6584646	244	140807	0	5487	38
870	854	3	154	270	16	104	40602	2	6583351	241	140812	1	5520	38
823	838	4	162	276	16	76	40301	2	6583313	239	140458	0	5337	44
866	917	2	161	266	13	82	39700	3	6588127	206	140452	1	5419	50
894	893	3	172	274	21	101	40003	1	6585697	270	140113	0	5496	48
868	895	3	157	278	10	74	40407	4	6589410	252	140611	1	5344	44
854	814	3	134	295	19	101	40312	1	6584579	246	140377	2	5531	42
812	894	6	141	320	19	83	40518	2	6580864	260	140420	1	5506	47
813	861	5	169	285	16	99	40145	2	6582472	240	141052	0	5439	46
827	901	2	136	287	17	64	40237	3	6580655	248	140383	0	5433	45
875	848	2	154	283	33	79	40351	3	6583425	266	141064	0	5454	47
817	858	3	162	272	19	93	40469	0	6581850	260	140686	0	5694	61
806	829	2	165	313	18	82	40334	0	6579401	220	140278	0	5470	41
843	821	2	162	308	13	87	40076	0	6582995	233	140389	0	5408	46
830	959	1	154	290	12	75	40315	3	6583831	270	140265	0	5418	57
913	806	1	161	351	19	82	40562	0	6586599	252	141227	0	5506	43
827	838	2	176	297	21	80	40287	5	6581727	247	140202	1	5625	52
827	841	4	181	294	18	82	40612	0	6584909	254	140713	0	5451	45
849	896	4	156	265	11	67	40142	2	6582914	227	139891	1	5313	48
889	882	2	159	302	22	74	40413	1	6581368	249	139903	0	5362	48
904	880	2	162	305	18	91	40063	3	6586844	256	140653	2	5396	45
865	872	2	165	276	16	73	40344	1	6581781	219	140304	0	5396	58
837	867	3	169	274	11	80	40310	2	6582676	292	140893	1	5465	62
825	852	3	165	280	16	79	40255	3	6582494	256	140827	0	5508	57
900	860	2	159	257	13	84	40057	3	6585749	263	140390	0	5256	58
865	886	0	171	308	18	71	40309	1	6578623	262	140184	0	5350	42
871	876	5	147	280	18	89	40375	3	6583099	266	140519	1	5504	47
856	849	5	164	261	13	86	40672	4	6585192	231	140416	1	5453	33
870	909	1	155	286	14	70	40412	4	6583918	246	140527	0	5595	44
838	846	1	174	283	17	80	40336	2	6581538	252	140368	0	5468	53
862	838	1	159	276	18	75	40291	0	6582871	252	141296	1	5504	39
820	874	2	151	310	18	73	40118	3	6582597	252	140560	1	5532	62
855	890	4	154	286	13	80	40608	1	6585415	257	141173	0	5511	42
841	831	2	166	298	9	98	40047	4	6583961	246	140330	0	5552	49
840	839	1	159	281	12	78	40626	2	6584018	229	140564	1	5521	54
894	841	1	172	311	13	78	40498	2	6579445	226	139981	0	5565	53
866	833	1	169	275	12	79	39801	3	6582412	242	140846	0	5503	48
845	809	2	159	303	18	68	40632	4	6583497	237	139783	1	5442	51
796	856	2	161	269	12	96	40506	2	6583914	238	140493	0	5609	43
873	892	2	166	295	11	100	40137	1	6582664	238	140549	0	5355	44
867	853	1	174	272	17	63	40447	1	6587458	249	140723	0	5421	52
873	945	2	173	300	12	79	40386	0	6585302	253	140993	2	5409	50
824	814	1	189	260	13	96	40148	2	6584072	264	140951	0	5457	52
863	855	2	154	298	28	83	40132	1	6581025	274	140678	0	5391	56
873	870	1	138	284	14	89	40478	0	6580583	241	140728	0	5477	54
827	875	2	145	316	17	86	40090	1	6587180	245	140402	1	5399	48
887	863	2	140	287	19	87	40336	4	6582399	243	139728	0	5343	51
847	862	2	186	273	14	74	40418	1	6581511	251	140051	0	5564	45
843	822	4	174	281	17	73	40639	3	6581167	246	140157	1	5418	49
871	864	4	175	273	17	80	40414	2	6582019	246	140521	1	5460	54
828	845	3	156	261	9	72	40201	2	6581877	252	140071	0	5414	50
827	921	3	180	304	20	100	40362	1	6583295	244	140320	0	5440	60
854	849	3	168	274	14	65	40382	1	6585155	266	140224	0	5377	41
828	849	5	159	307	18	95	40459	4	6583879	230	140011	1	5480	42
833	822	1	183	280	15	66	40304	1	6579539	245	141092	0	5484	49
848	885	1	171	266	17	65	40568	2	6584111	263	141064	1	5419	46
831	838	3	162	303	15	91	40151	2	6582685	257	140748	0	5545	44
819	839	3	154	308	15	82	40131	0	6585958	257	140828	0	5326	48
891	902	1	144	294	18	74	40478	0	6581936	237	140743	0	5478	31
880	835	3	164	289	16	75	40153	3	6582233	282	140535	2	5507	47
907	838	4	154	308	16	90	40079	2	6581959	227	141033	0	5501	58
873	852	4	170	260	11	82	40293	4	6584357	241	140063	0	5487	61
888	831	2	172	256	14	94	40507	3	6587109	248	140314	0	5370	60
824	864	2	135	257	17	87	40355	3	6581834	255	140016	0	5307	33
903	852	2	181	287	19	83	40415	3	6587376	272	140138	0	5345	41
859	913	0	144	292	13	67	40521	4	6581971	265	140400	1	5511	47
879	862	1	165	293	23	81	40467	1	6581183	254	140393	0	5429	43
882	845	1	175	268	21	79	40526	4	6586434	230	140824	2	5418	40
954	847	3	169	266	19	87	40764	2	6585281	230	140240	0	5525	60
821	920	2	166	289	13	73	40159	5	6581894	221	140626	0	5336	48
915	819	1	180	289	10	81	40428	1	6581849	252	140467	0	5397	43
863	878	2	164	308	18	74	40552	0	6585396	239	140624	0	5458	43
881	844	2	144	282	21	79	40182	2	6583008	250	140479	0	5505	49
837	895	4	158	287	16	83	40262	1	6581756	252	140489	0	5425	42
824	852	0	174	289	10	86	40435	2	6577648	239	140693	0	5446	48
855	855	2	181	284	14	69	40755	5	6582783	269	141072	0	5326	58
788	809	1	153	299	17	74	40564	4	6581817	246	140486	0	5505	52
812	872	3	174	287	13	78	40532	1	6577273	261	140928	1	5618	45
857	857	2	167	274	19	79	40369	0	6581887	255	140211	1	5391	50
847	841	2	166	255	15	82	40511	1	6579267	228	141166	1	5437	39
812	854	5	155	278	27	78	40557	6	6582348	268	140739	1	5343	39
856	921	0	165	313	22	86	40480	0	6583042	247	141077	0	5488	52
892	876	1	165	306	17	77	39958	2	6581636	225	140908	0	5507	40
802	896	1	156	280	16	82	40345	3	6582896	240	140449	0	5467	49
830	931	4	164	288	17	90	40437	1	6581259	240	140956	0	5628	53
867	858	0	145	286	11	79	40625	0	6582719	230	140541	0	5592	47
916	892	3	178	285	20	89	40435	0	6585518	247	140445	1	5490	47
838	902	3	166	273	13	92	40382	0	6581503	260	140396	0	5396	62
845	856	2	171	308	16	75	40239	2	6579776	252	140807	0	5460	49
835	856	6	154	292	19	86	40574	1	6584289	233	139892	0	5394	49
826	799	5	132	316	7	88	40692	3	6584689	257	140536	1	5478	45
836	883	2	185	271	13	93	40454	1	6579563	253	140773	0	5319	55
864	883	2	140	293	18	87	40767	3	6586720	251	140347	0	5565	45
893	909	3	176	307	18	75	40264	5	6583651	245	139973	0	5431	53
844	914	1	172	270	19	83	40449	1	6584796	248	140712	2	5486	62
880	864	2	168	298	12	71	40469	3	6584329	234	140388	0	5434	43
839	853	4	171	301	16	86	40146	7	6584227	226	140392	1	5447	58
905	876	1	144	287	13	73	40540	2	6586589	233	140677	1	5388	42
823	881	3	181	272	17	89	40294	4	6586460	258	140376	0	5500	54
906	869	2	184	301	15	95	40299	5	6584166	257	140606	1	5428	40
846	853	2	142	296	18	81	40500	0	6587096	260	140835	0	5461	42
883	886	2	159	267	17	73	40473	1	6584012	248	140725	2	5248	53
845	911	4	159	284	14	63	40295	2	6584728	261	140491	0	5425	57
797	888	2	153	272	22	75	40079	4	6583793	262	140595	1	5377	40
860	882	1	182	296	5	76	40647	1	6581391	278	140916	0	5435	53
829	858	7	174	298	10	78	40349	0	6583839	229	140877	0	5544	50
858	912	2	176	303	16	79	40205	3	6581819	251	140264	0	5386	50
850	892	0	149	292	12	80	40435	3	6585743	255	140970	0	5418	51
881	832	1	147	280	15	77	40265	3	6582080	248	140250	0	5644	49
837	875	5	158	264	13	97	40418	0	6583417	246	140868	0	5315	51
853	825	0	170	300	12	97	40532	1	6583635	271	140714	1	5312	48
846	841	2	170	302	15	78	40543	3	6588456	237	140770	0	5432	54
869	838	0	140	306	14	95	40375	1	6579719	233	140451	0	5456	59
812	832	2	170	273	20	91	40418	2	6584731	235	139946	0	5550	50
833	878	1	146	313	15	82	40260	0	6584059	260	140770	0	5486	54
837	874	1	150	288	19	90	40344	0	6583421	251	140825	1	5469	56
867	853	2	165	294	19	73	40188	0	6582890	247	139972	0	5481	57
847	828	0	154	306	27	84	40354	4	6580702	237	139904	1	5515	34
824	839	3	163	303	18	96	40425	2	6581793	247	141187	0	5463	43
875	822	3	162	300	16	77	40392	0	6586337	255	141369	2	5410	60
813	855	0	171	284	15	82	40438	2	6581087	284	140548	0	5420	53
837	886	2	155	278	16	79	40725	2	6590375	253	140588	1	5558	51
859	833	3	159	306	10	104	40359	2	6580097	259	140433	0	5447	48
833	824	3	168	285	14	79	40764	2	6582601	275	140599	0	5639	43
856	865	3	167	298	12	72	40382	2	6579007	232	141336	0	5248	38
780	852	5	176	295	22	84	40549	2	6581293	272	140756	1	5403	55
845	877	2	145	279	20	97	40460	0	6581662	232	140490	3	5493	61
864	848	2	170	310	12	76	40492	2	6580841	243	140674	1	5580	47
874	863	2	145	296	18	85	40410	4	6580361	244	140156	1	5387	65
853	861	3	149	296	16	81	40319	2	6582434	256	140796	0	5366	44
877	853	0	154	286	26	76	40378	2	6579043	226	141120	0	5547	50
874	865	2	162	281	19	64	40492	5	6580348	237	140022	0	5436	55
869	818	5	164	287	12	90	40209	3	6581829	275	140759	0	5492	48
833	817	1	142	268	18	64	40857	2	6583161	237	140423	0	5489	49
880	840	2	160	281	13	86	39997	2	6584491	211	140608	0	5328	54
809	813	0	165	293	22	68	40267	4	6585037	251	140363	0	5335	41
822	814	2	145	312	15	88	40228	1	6585473	235	140910	1	5503	56
844	896	2	143	292	8	88	40167	1	6581863	228	140654	1	5397	50
856	858	0	171	278	16	93	40244	2	6577445	250	140572	0	5330	41
825	915	2	184	296	15	63	40395	4	6584752	267	140023	0	5471	48
813	862	2	154	286	18	82	40114	1	6580592	264	140219	0	5541	46
866	851	5	169	292	18	65	40618	2	6584667	264	140929	0	5427	40
830	889	2	146	311	23	78	40485	0	6581085	244	140159	0	5489	56
806	807	5	162	300	18	80	40227	2	6583042	283	140463	1	5387	43
864	802	5	174	296	18	80	40172	3	6585525	229	140383	0	5331	38
907	897	2	157	292	14	80	40058	3	6582111	249	140840	1	5363	47
782	861	3	157	299	18	83	39959	1	6583362	235	139902	1	5378	52
890	830	4	194	259	13	82	40588	0	6582394	232	140568	1	5392	49
873	857	2	166	255	11	96	40281	1	6583364	249	140365	1	5452	47
865	949	5	149	254	14	91	40366	0	6579611	241	141082	0	5441	45
920	886	3	174	300	16	82	40467	2	6588509	255	140799	0	5557	49
841	886	4	181	295	13	103	40339	2	6582080	219	140517	0	5554	52
843	864	1	169	290	16	92	40604	2	6582201	256	140263	1	5630	48
890	863	4	155	287	13	75	40249	2	6581673	264	140986	0	5364	50
846	812	1	138	264	9	73	40635	1	6583858	251	140206	0	5439	44
794	859	2	181	230	19	77	40358	3	6582179	256	140314	1	5491	56
845	897	1	166	271	14	79	40057	2	6586806	246	140645	1	5435	49
905	861	3	145	280	18	89	40087	1	6586718	240	140535	0	5457	44
883	878	1	152	279	17	93	40381	4	6582098	214	140482	1	5471	45
841	837	0	179	296	18	79	40317	0	6581498	241	140814	0	5335	38
850	854	3	160	263	7	86	40427	3	6582658	255	141000	0	5486	56
798	856	3	165	292	12	81	40237	2	6583657	261	140673	0	5558	37
824	859	1	173	276	22	86	40266	1	6584043	257	141116	0	5484	39
865	955	2	177	297	17	86	40671	3	6581465	239	141044	0	5402	44
859	859	2	168	268	18	83	40470	1	6579367	259	140054	0	5336	40
837	834	2	153	272	13	78	40591	0	6582382	253	140825	2	5574	51
868	839	1	171	290	20	78	40336	0	6583741	246	140405	0	5495	59
865	818	3	174	279	10	87	40405	1	6579306	239	140170	4	5487	39
870	893	2	175	282	24	88	40084	5	6583202	253	139779	0	5439	36
803	930	3	180	283	16	70	40315	1	6581751	247	140491	0	5383	46
871	854	4	158	289	20	79	40464	1	6585097	220	140445	2	5359	47
837	895	2	146	277	15	83	40292	4	6585135	269	140551	1	5445	56
835	860	3	165	302	8	79	40267	0	6585011	245	140519	0	5322	50
833	865	0	160	293	21	68	40648	2	6581967	264	140578	0	5346	41
871	896	2	181	313	14	100	40008	5	6582683	265	140325	1	5451	40
864	893	0	171	267	8	74	40349	2	6585786	246	140841	1	5383	54
891	861	5	154	281	24	83	40156	0	6586793	233	140865	0	5404	33
849	861	2	162	299	15	72	40524	2	6582206	270	140850	0	5465	42
891	857	3	173	296	18	90	40419	3	6585636	264	140439	2	5484	33
822	840	1	149	281	11	95	40172	4	6583657	262	140333	1	5453	44
828	868	5	169	278	20	89	40936	1	6583870	256	140827	0	5450	42
874	882	5	154	296	9	61	40264	1	6584108	268	140184	1	5477	43
834	913	3	151	288	20	93	40099	2	6585522	225	140332	0	5552	49
817	848	1	192	296	13	86	40442	3	6584410	239	140370	0	5405	41
879	912	3	179	296	10	92	40126	1	6582685	267	140813	0	5322	57
929	854	1	185	273	19	85	40340	3	6584888	240	140266	1	5403	38
816	858	5	182	311	10	82	40398	2	6581360	230	140058	0	5531	54
826	873	4	166	285	21	72	40371	1	6584064	261	139896	1	5453	52
847	869	2	145	260	21	75	40382	2	6580847	257	140256	0	5417	53
864	865	1	160	287	12	93	40330	1	6585454	254	140436	0	5385	51
835	837	2	167	287	13	101	40430	3	6584668	253	140807	0	5415	59
859	881	4	172	272	15	83	40087	1	6584028	241	140496	1	5510	49
847	885	1	197	292	17	67	40202	3	6581603	241	139876	1	5370	42
868	897	2	165	299	22	90	40141	1	6582157	251	140183	0	5482	50
844	828	1	177	280	12	81	40264	3	6578503	236	140770	0	5490	45
916	892	1	161	296	16	94	40418	0	6583273	239	140322	0	5668	47
810	874	1	162	268	15	64	40494	1	6581922	253	140865	1	5513	53
828	852	4	167	295	18	95	40244	2	6583837	272	140910	0	5393	47
846	850	3	181	296	18	78	40412	0	6580311	263	140373	0	5504	41
836	875	2	159	298	12	78	40306	5	6582371	248	140209	0	5570	43
839	862	2	180	278	20	81	40407	2	6582579	225	141004	1	5254	55
811	840	5	160	281	22	76	40794	3	6583588	248	140948	0	5518	47
855	896	1	161	283	15	83	40709	1	6577312	257	140160	0	5453	37
877	911	3	159	247	17	99	40457	2	6582665	260	141001	0	5523	55
840	905	4	141	284	13	75	40386	2	6584761	249	140393	1	5434	42
887	910	3	180	280	10	86	40277	1	6582982	255	139911	0	5419	42
874	855	1	166	293	14	83	40329	0	6584626	240	141366	0	5485	44
877	886	7	172	290	12	60	40530	1	6580470	256	141043	0	5493	56
915	856	6	143	291	9	80	40329	2	6584218	258	140347	0	5515	52
835	902	2	156	297	16	89	40383	2	6584020	289	140262	0	5451	56
859	883	2	177	279	16	61	40636	2	6584325	247	140507	2	5333	43
857	830	2	157	277	15	64	40407	3	6580110	278	140747	1	5556	45
825	928	2	162	293	17	79	40613	2	6585612	250	140956	0	5360	51
857	888	6	161	277	16	76	40300	2	6584700	247	139762	0	5358	37
886	912	0	183	252	16	78	40394	2	6584634	272	140334	1	5393	42
812	876	5	166	299	19	74	40621	2	6581391	252	140456	0	5517	63
865	824	3	163	294	15	68	40039	5	6581715	279	140230	0	5492	50
861	843	5	154	268	15	94	40136	4	6583602	243	140985	0	5342	54
839	863	1	139	275	14	81	40710	6	6580500	234	140366	0	5569	56
881	864	3	150	277	14	102	40701	5	6582560	248	139986	0	5487	55
875	871	1	172	293	13	78	40377	1	6581346	264	140284	1	5466	73
898	868	2	146	288	18	72	40208	1	6582753	257	140693	0	5510	43
804	835	4	174	306	15	80	40656	2	6584762	253	140821	0	5374	51
848	878	1	181	297	17	72	40353	2	6584067	274	139873	0	5516	55
841	854	1	175	276	16	80	40655	2	6581291	239	140078	0	5478	50
854	916	0	167	280	20	78	40356	3	6581410	235	140473	1	5594	47
892	898	2	142	292	13	81	40390	0	6580522	211	140555	0	5589	56
836	861	1	165	268	12	85	40406	2	6586288	247	140460	1	5606	46
896	879	1	149	299	11	77	40446	0	6578483	244	140751	0	5364	53
862	801	2	168	296	18	87	40327	3	6582248	258	140139	0	5526	58
835	844	4	154	282	17	89	40294	2	6581863	271	140437	0	5572	47
880	869	2	167	316	17	75	40453	1	6581637	262	140069	0	5528	49
858	847	1	152	317	19	71	40640	2	6580473	267	140836	1	5431	55
798	863	3	163	300	20	92	40703	4	6582429	249	140769	0	5472	49
850	911	2	150	290	23	77	40631	2	6588205	241	140286	0	5488	51
876	864	4	158	287	14	75	40427	3	6584003	229	140633	0	5558	55
844	862	2	157	270	18	87	40307	2	6582095	275	140591	0	5527	45
853	813	2	159	284	16	85	40201	2	6582745	259	140485	1	5507	45
775	814	1	151	270	17	79	40678	1	6579351	254	140794	0	5408	51
842	875	0	163	282	15	89	40342	0	6582639	243	140988	0	5490	52
819	857	2	149	319	13	82	40316	2	6585621	234	139860	0	5435	53
831	819	3	159	285	18	77	40507	2	6583560	251	140216	2	5469	51
898	863	4	162	273	12	75	40174	1	6587292	250	140210	0	5456	49
788	819	1	199	252	18	76	40265	2	6583327	249	140467	0	5479	45
852	809	3	145	294	21	78	40382	2	6583228	231	140935	1	5377	46
827	915	1	156	291	14	69	40326	5	6580099	273	140680	1	5435	51
869	833	2	158	301	17	81	40475	0	6581337	261	140071	0	5483	47
848	843	2	155	280	18	72	40139	2	6582787	252	140557	0	5387	40
875	837	0	175	239	12	92	40656	5	6583391	216	141340	1	5491	58
836	873	2	163	281	13	81	40099	1	6585224	243	140329	0	5431	53
828	882	3	165	307	23	84	40520	1	6579085	232	141025	0	5430	66
881	872	4	147	294	19	79	40504	2	6582758	261	140476	3	5538	41
833	831	2	171	287	12	76	40323	1	6585303	251	140825	0	5338	44
854	950	1	128	284	17	89	40584	2	6585316	235	139926	0	5399	57
863	861	4	158	284	18	80	40365	2	6581531	272	140869	0	5376	55
854	841	6	165	292	22	89	40383	1	6580725	219	140277	1	5456	58
866	809	2	150	306	11	82	40298	2	6584615	227	140352	0	5416	55
869	861	2	161	277	15	80	40448	2	6585046	253	140116	0	5510	54
921	811	0	175	290	20	75	40078	3	6584805	217	140782	0	5399	49
858	858	2	162	294	13	76	40544	6	6579922	251	140450	0	5480	43
834	828	4	167	273	19	73	40426	2	6580273	248	140795	0	5399	61
790	880	1	161	301	16	92	40351	1	6583763	282	140809	1	5526	52
892	875	2	178	272	12	94	40701	2	6581617	252	140014	2	5420	53
878	856	1	148	288	14	85	40226	3	6581597	291	140386	1	5406	52
829	842	3	169	266	17	88	40187	2	6582841	273	139755	0	5351	57
848	859	3	177	295	19	74	40259	1	6584744	229	140639	0	5467	49
820	866	0	178	259	20	69	40634	0	6580890	260	140024	1	5416	59
814	819	3	171	288	12	73	40222	2	6582092	254	141151	0	5403	42
828	882	3	144	271	13	84	40613	1	6587860	262	140881	0	5532	46
877	850	4	165	284	11	60	40660	0	6589300	280	140623	1	5471	52
837	861	2	172	290	18	77	40285	2	6582791	233	140758	0	5393	39
836	831	7	158	270	14	86	40597	2	6588923	262	140549	1	5390	45
840	784	2	153	268	13	69	40700	4	6581172	240	140367	0	5563	52
